Session ID,User ID,Traffic Source,Campaign,Device,Session Start,Lead Form Submitted,Trial Started,Subscription Purchased
SESS-108189,USR-202451,Paid Social,Winter Sale,Desktop,24/05/2026 10:37:58,,,
SESS-108190,USR-201030,REFERRAL,None,Mobile,2026-06-23 18:17:54,,,
SESS-108191,USR-200945,Referral,None,desktop,2026-04-25 23:45:05,,,
SESS-108192,USR-200867,Organic Search,None,Mobile,2026-01-26 15:35:03,,,
SESS-108193,USR-207338,Paid Search,Spring Promo,Mobile,2026-05-06 23:40:47,,,
SESS-108194,USR-207131,ORGANIC SEARCH,None,Desktop,2026-02-17 06:46:58,,,
SESS-108195,USR-203704,Referral,None,Mobile,2026-06-08 11:39:41,,,
SESS-108196,USR-204453,Paid Social,Brand Awareness,Tablet,2026-03-04 17:34:40,,,
SESS-108197,USR-201528,Direct,None,Desktop,2026-04-11 01:03:52,2026-04-11 01:22:52,2026-04-11 16:22:52,
SESS-108198,USR-202664,Direct,None,Tablet,2026-04-14 05:19:41,2026-04-14 05:28:41,2026-04-16 02:28:41,
SESS-108199,USR-203209,Direct,None,Mobile,2026-05-07 18:09:45,,,
SESS-108200,USR-200285,REFERRAL,None,Desktop,2026-03-08 13:17:46,,,
SESS-108201,USR-202337,Referral,None,Mobile,2026-01-23 04:07:18,,,
SESS-108202,USR-200189,Referral,None,Desktop,27/04/2026 12:34:19,,,
SESS-108203,USR-203919,Organic Search,None,Mobile,2026-01-14 14:42:01,,,
SESS-108204,USR-203078,Paid Social,Product Launch,Mobile,2026-04-11 20:14:09,,,
SESS-108205,USR-204340,Organic Search,None,Mobile,2026-03-02 17:21:08,,,
SESS-108206,USR-205707,Paid Search,Brand Awareness,Desktop,2026-03-29 11:55:06,2026-03-29 12:15:06,2026-03-31 03:15:06,
SESS-108207,USR-200915,Direct,None,Tablet,2026-01-28 14:17:16,,,
SESS-108208,USR-204155,Paid Social,Brand Awareness,Mobile,02/06/2026 12:33:58,02/06/2026 12:51:58,,
SESS-108209,USR-204364,Paid_Social,Winter Sale,Tablet,2026-06-07 08:35:31,,,
SESS-108210,USR-207396,Paid Search,Winter Sale,Desktop,2026-06-12 08:55:13,,,
SESS-108211,USR-207565,Email,Newsletter Vol 12,Mobile,2026-04-15 08:32:22,,,
SESS-108212,USR-201570,Paid Search,Brand Awareness,Tablet,2026-01-13 17:57:28,2026-01-13 18:30:28,2026-01-16 13:30:28,
SESS-108213,USR-203685,PAID SOCIAL,Retargeting Ads,Desktop,2026-05-30 09:50:49,,,
SESS-108214,USR-206188,paid social,Brand Awareness,Desktop,2026-02-26 03:23:06,,,
SESS-108215,USR-203289,Paid Search,Spring Promo,Desktop,2026-03-02 15:31:06,2026-03-02 16:04:06,2026-03-05 21:04:06,
SESS-108216,USR-200658,Paid Search,Retargeting Ads,Desktop,2026-04-11 04:41:35,2026-04-11 04:46:35,2026-04-13 07:46:35,2026-04-20 10:46:35
SESS-108217,USR-202664,direct,None,Tablet,2026-03-08 08:08:52,,,
SESS-108218,USR-203313,Organic Search,None,MOBILE,2026-06-12 22:30:56,,,
SESS-108219,USR-203111,Paid Social,Spring Promo,Mobile,2026-02-18 06:34:55,,,
SESS-108220,USR-205909,Direct,None,Mobile,2026-02-06 18:26:16,,,
SESS-108221,USR-200817,Organic Search,None,Tablet,10/05/2026 12:43:56,,,
SESS-108222,USR-204007,Email,Newsletter Vol 12,Tablet,2026-04-26 13:55:17,,,
SESS-108223,USR-203079,organic search,None,Mobile,2026-04-14 13:24:07,,,
SESS-108224,USR-201946,Referral,None,Tablet,2026-04-20 07:46:54,,,
SESS-108225,USR-202429,Direct,None,mobile,2026-02-25 04:30:06,,,
SESS-108226,USR-202576,Paid Search,Winter Sale,Mobile,2026-03-13 00:18:53,,,
SESS-108227,USR-203306,Organic Search,None,Mobile,2026-01-13 11:02:48,,,
SESS-108228,USR-204838,Paid Search,Winter Sale,Desktop,2026-05-13 10:17:59,2026-05-13 10:54:59,2026-05-13 11:54:59,
SESS-108229,USR-204846,Paid Search,Spring Promo,Mobile,2026-05-07 17:27:28,,,
SESS-108230,USR-205562,Paid Search,Brand Awareness,Desktop,2026-03-04 16:18:33,,,
SESS-108231,USR-207681,Direct,None,Tablet,2026-05-31 00:13:21,,,
SESS-108232,USR-207172,Direct,None,Desktop,2026-02-15 09:23:00,,,
SESS-108233,USR-203077,Email,Newsletter Vol 12,Mobile,2026-06-23 09:48:09,2026-06-23 10:28:09,,
SESS-108234,USR-207700,REFERRAL,None,Tablet,2026-06-28 13:51:24,2026-06-28 14:02:24,,
SESS-108235,USR-203134,Paid Social,Retargeting Ads,Mobile,2026-04-28 08:17:49,,,
SESS-108236,USR-201539,Organic Search,None,Mobile,2026-01-09 23:41:37,,,
SESS-108237,USR-203245,Referral,None,Desktop,2026-05-09 08:21:33,,,
SESS-108238,USR-202073,Referral,None,Desktop,2026-05-20 14:37:20,,,
SESS-108239,USR-200501,Referral,None,Mobile,2026-06-04 05:48:31,,,
SESS-108240,USR-200901,Email,Newsletter Vol 12,Mobile,2026-01-24 12:27:06,,,
SESS-108241,USR-202497,Referral,None,Tablet,2026-05-13 01:57:16,,,
SESS-108242,USR-203758,Referral,None,Desktop,2026-02-01 01:26:40,2026-02-01 01:37:40,,
SESS-108243,USR-207533,direct,None,Desktop,2026-02-26 16:19:58,2026-02-26 16:46:58,2026-03-01 14:46:58,
SESS-108244,USR-206669,Paid Social,Spring Promo,Desktop,2026-04-02 23:48:30,,,
SESS-108245,USR-204220,Referral,None,tablet,2026-05-16 06:26:17,2026-05-16 06:32:17,,
SESS-108246,USR-201756,paid search,Spring Promo,Desktop,29/01/2026 15:42:21,,,
SESS-108247,USR-207422,Paid Social,Product Launch,Mobile,2026-02-15 20:47:21,,,
SESS-108248,USR-207503,Organic Search,None,desktop,2026-03-27 23:37:50,,,
SESS-108249,USR-204366,Organic Search,None,Tablet,2026-06-24 10:36:36,,,
SESS-108250,USR-206538,Paid Social,Winter Sale,mobile,19/05/2026 01:11:04,,,
SESS-108251,USR-203716,Referral,None,Desktop,2026-01-10 16:02:30,,,
SESS-108252,USR-204841,Paid Social,Spring Promo,Desktop,2026-02-26 17:02:50,,,
SESS-108253,USR-200554,Organic Search,None,Desktop,2026-01-16 05:34:06,2026-01-16 05:47:06,2026-01-17 14:47:06,2026-01-24 06:47:06
SESS-108254,USR-205187,Paid Social,Retargeting Ads,mobile,2026-05-01 00:36:43,,,
SESS-108255,USR-207397,Email,Newsletter Vol 12,Desktop,2026-05-15 22:46:59,2026-05-15 23:09:59,2026-05-17 04:09:59,2026-05-30 16:09:59
SESS-108256,USR-206650,Referral,None,Tablet,2026-05-16 11:29:38,,,
SESS-108257,USR-205780,Paid_Search,Product Launch,Tablet,2026-02-02 09:48:50,,,
SESS-108258,USR-203528,Paid Search,Winter Sale,Mobile,2026-01-01 22:00:40,,,
SESS-108259,USR-204429,Organic Search,None,Desktop,2026-04-14 19:52:16,,,
SESS-108260,USR-206944,Paid Search,,Mobile,2026-06-24 17:46:43,,,
SESS-108261,USR-201459,Paid Social,Product Launch,MOBILE,2026-02-28 20:21:27,,,
SESS-108262,USR-204478,Organic Search,None,Desktop,2026-05-26 17:21:46,,,
SESS-108263,USR-206951,Direct,None,Desktop,2026-06-10 21:16:19,,,
SESS-108264,USR-203698,EMAIL,Newsletter Vol 12,Desktop,2026-03-29 01:59:17,,,
SESS-108265,USR-202740,Paid Social,Retargeting Ads,Desktop,26/04/2026 20:04:09,26/04/2026 20:34:09,29/04/2026 19:34:09,06/05/2026 23:34:09
SESS-108266,USR-204481,Paid Social,Brand Awareness,Desktop,2026-02-22 03:34:22,,,
SESS-108267,USR-207553,Direct,None,Desktop,2026-04-05 18:22:44,2026-04-05 18:38:44,2026-04-09 04:38:44,
SESS-108268,USR-201201,direct,None,DESKTOP,2026-03-28 16:40:16,2026-03-28 17:04:16,2026-03-29 21:04:16,
SESS-108269,USR-201331,Email,Newsletter Vol 12,Desktop,2026-06-20 04:56:47,,,
SESS-108270,USR-200106,Paid Social,Product Launch,TABLET,2026-04-16 03:11:00,,,
SESS-108271,USR-201572,Paid Social,Retargeting Ads,Desktop,2026-02-17 02:29:13,,,
SESS-108272,USR-207416,Direct,None,Tablet,21/01/2026 01:24:20,,,
SESS-108273,USR-201726,Paid Social,Spring Promo,Mobile,2026-01-09 13:29:49,,,
SESS-108274,USR-200745,Paid Search,Retargeting Ads,Mobile,2026-06-13 16:24:03,2026-06-13 16:54:03,,
SESS-108275,USR-204367,Organic Search,None,Desktop,2026-03-07 23:12:53,,,
SESS-108276,USR-204775,Organic Search,None,Tablet,2026-05-21 03:52:50,,,
SESS-108277,USR-202047,Organic Search,None,Mobile,2026-01-03 08:04:55,,,
SESS-108278,USR-201429,Organic Search,None,Tablet,2026-06-03 20:40:49,,,
SESS-108279,USR-203400,Referral,None,Mobile,2026-01-28 13:00:44,,,
SESS-108280,USR-203811,Direct,None,Mobile,2026-01-01 03:36:53,,,
SESS-108281,USR-202992,Email,Newsletter Vol 12,Tablet,2026-01-24 23:02:22,,,
SESS-108282,USR-204008,Organic Search,None,Mobile,2026-03-20 07:31:31,,,
SESS-108283,USR-204350,Direct,None,Mobile,18/05/2026 13:07:41,,,
SESS-108284,USR-205887,referral,None,Desktop,2026-01-27 00:13:06,,,
SESS-108285,USR-201545,referral,None,Tablet,2026-05-02 04:32:43,2026-05-02 05:12:43,,
SESS-108286,USR-205270,Direct,None,Mobile,2026-03-18 07:24:44,,,
SESS-108287,USR-200900,Paid Social,Winter Sale,Mobile,2026-04-30 14:48:27,,,
SESS-108288,USR-204645,Paid Search,Spring Promo,Tablet,2026-03-04 01:30:19,2026-03-04 01:57:19,2026-03-04 12:57:19,
SESS-108289,USR-207944,Paid Social,Winter Sale,Desktop,2026-01-04 15:41:30,2026-01-04 16:21:30,2026-01-07 19:21:30,
SESS-108290,USR-204276,Referral,None,TABLET,2026-05-29 18:29:52,2026-05-29 18:35:52,,
SESS-108291,USR-206157,PAID SOCIAL,Spring Promo,Mobile,2026-04-11 17:23:24,,,
SESS-108292,USR-203363,Paid Social,Product Launch,Tablet,2026-03-01 11:42:26,,,
SESS-108293,USR-203596,Organic Search,None,MOBILE,2026-04-16 07:23:13,,,
SESS-108294,USR-204268,Paid Social,,Tablet,2026-04-30 08:51:15,,,
SESS-108295,USR-205214,Paid Social,Spring Promo,Mobile,2026-06-01 19:31:00,,,
SESS-108296,USR-206790,Referral,None,Mobile,2026-04-20 00:55:22,,,
SESS-108297,USR-205697,Direct,None,Desktop,2026-03-28 22:04:40,,,
SESS-108298,USR-204640,Direct,None,mobile,2026-03-21 19:12:44,,,
SESS-108299,USR-202676,Organic Search,None,Mobile,2026-04-24 21:58:31,,,
SESS-108300,USR-200568,Organic Search,None,Mobile,2026-03-22 12:39:31,,,
SESS-108301,USR-207172,Organic Search,None,Desktop,2026-06-13 04:58:45,,,
SESS-108302,USR-204058,Referral,None,Tablet,2026-01-23 03:16:44,,,
SESS-108303,USR-202819,Direct,None,Desktop,2026-05-05 00:56:20,,,
SESS-108304,USR-205502,Paid Search,Product Launch,Mobile,2026-06-19 13:02:38,2026-06-19 13:13:38,2026-06-22 11:13:38,
SESS-108305,USR-205864,Paid Social,Winter Sale,Tablet,2026-05-19 23:21:51,,,
SESS-108306,USR-204217,Referral,None,Desktop,2026-05-14 09:19:27,,,
SESS-108307,USR-206619,Paid Social,Brand Awareness,Desktop,2026-06-29 04:17:12,,,
SESS-108308,USR-204947,Paid Search,,Tablet,2026-04-06 08:25:14,,,
SESS-108309,USR-205825,Referral,None,Mobile,2026-05-06 11:59:01,,,
SESS-108310,USR-202056,Referral,None,Desktop,2026-01-07 05:42:46,2026-01-07 06:27:46,,
SESS-108311,USR-203816,Paid Search,Product Launch,Tablet,2026-03-03 11:12:33,2026-03-03 11:47:33,,
SESS-108312,USR-203210,Paid Search,Brand Awareness,Desktop,2026-06-03 11:19:48,,,
SESS-108313,USR-206300,Direct,None,Tablet,19/06/2026 18:31:37,,,
SESS-108314,USR-205246,Organic Search,None,Tablet,2026-01-19 08:48:48,,,
SESS-108315,USR-200462,Paid Search,Winter Sale,Mobile,2026-06-26 15:49:51,,,
SESS-108316,USR-206743,Email,Newsletter Vol 12,Mobile,2026-06-18 09:59:46,,,
SESS-108317,USR-204089,Organic Search,None,Mobile,16/03/2026 01:52:34,,,
SESS-108318,USR-204287,Paid Social,Winter Sale,Desktop,2026-02-26 18:11:39,,,
SESS-108319,USR-206842,Direct,None,Tablet,2026-04-10 01:18:08,,,
SESS-108320,USR-205101,Direct,None,Mobile,2026-02-25 18:02:43,,,
SESS-108321,USR-200827,Email,Newsletter Vol 12,Desktop,2026-04-11 08:49:10,,,
SESS-108322,USR-200856,direct,None,Mobile,2026-01-19 09:23:36,,,
SESS-108323,USR-207554,Paid Search,Product Launch,Desktop,2026-03-17 13:20:15,,,
SESS-108324,USR-200495,Referral,None,Tablet,2026-06-27 02:53:10,2026-06-27 03:03:10,2026-06-28 08:03:10,
SESS-108325,USR-207601,Email,Newsletter Vol 12,Desktop,2026-02-26 04:49:40,,,
SESS-108326,USR-204506,Organic Search,None,Desktop,2026-03-03 18:21:47,2026-03-03 18:45:47,2026-03-05 15:45:47,2026-03-19 18:45:47
SESS-108327,USR-201325,Referral,None,Mobile,2026-03-23 10:38:10,2026-03-23 11:04:10,2026-03-24 14:04:10,
SESS-108328,USR-201662,Organic Search,None,Mobile,2026-03-26 11:06:05,2026-03-26 11:13:05,,
SESS-108329,USR-205698,Direct,None,Tablet,2026-03-26 18:24:31,,,
SESS-108330,USR-204398,Email,Newsletter Vol 12,Mobile,2026-01-17 02:55:11,2026-01-17 03:17:11,2026-01-19 07:17:11,
SESS-108331,USR-207109,Paid Search,Winter Sale,Tablet,2026-02-22 14:53:24,,,
SESS-108332,USR-207683,Referral,None,Tablet,2026-02-23 22:49:01,,,
SESS-108333,USR-206144,Direct,None,Tablet,2026-06-11 10:40:59,,,
SESS-108334,USR-204532,Paid Search,Retargeting Ads,tablet,2026-03-07 08:13:15,2026-03-07 08:34:15,2026-03-08 13:34:15,2026-03-15 01:34:15
SESS-108335,USR-200321,Email,Newsletter Vol 12,Desktop,06/03/2026 01:41:35,06/03/2026 01:55:35,,
SESS-108336,USR-204640,DIRECT,None,Tablet,2026-02-20 03:15:35,,,
SESS-108337,USR-201433,paid social,Winter Sale,Mobile,2026-03-25 07:26:00,,,
SESS-108338,USR-205655,Paid Social,Winter Sale,DESKTOP,2026-01-31 11:44:05,,,
SESS-108339,USR-200305,Referral,None,Mobile,2026-04-16 23:43:58,,,
SESS-108340,USR-202236,Referral,None,mobile,2026-03-11 12:55:57,,,
SESS-108341,USR-203043,Direct,None,Desktop,2026-04-03 22:44:50,2026-04-03 23:15:50,,
SESS-108342,USR-200774,Direct,None,Tablet,2026-05-30 22:11:26,,,
SESS-108343,USR-204634,Organic Search,None,Tablet,2026-05-11 16:38:39,2026-05-11 17:09:39,,
SESS-108344,USR-202360,Organic Search,None,Mobile,2026-01-13 23:15:03,,,
SESS-108345,USR-202299,email,Newsletter Vol 12,Tablet,2026-05-20 16:19:58,,,
SESS-108346,USR-206702,paid search,Brand Awareness,DESKTOP,2026-02-15 14:49:50,2026-02-15 15:32:50,,
SESS-108347,USR-202347,Referral,None,Tablet,2026-04-25 07:28:13,,,
SESS-108348,USR-206857,Email,Newsletter Vol 12,Mobile,28/01/2026 22:19:30,,,
SESS-108349,USR-200869,Organic Search,None,Desktop,2026-05-24 12:31:00,2026-05-24 12:41:00,,
SESS-108350,USR-207766,Paid Search,Brand Awareness,Mobile,2026-04-06 02:03:18,,,
SESS-108351,USR-202774,Paid Search,Brand Awareness,desktop,2026-01-10 10:09:42,,,
SESS-108352,USR-207335,Referral,None,Tablet,2026-05-12 12:45:49,,,
SESS-108353,USR-202449,PAID SOCIAL,Spring Promo,Mobile,2026-04-01 21:36:57,,,
SESS-108354,USR-200597,email,Newsletter Vol 12,Tablet,2026-01-01 09:19:46,2026-01-01 09:33:46,,
SESS-108355,USR-200945,Direct,None,Tablet,2026-01-23 20:45:14,,,
SESS-108356,USR-202093,Paid Search,Winter Sale,Tablet,2026-05-09 12:28:38,2026-05-09 12:38:38,,
SESS-108357,USR-201176,Paid Search,Product Launch,Mobile,2026-04-12 07:32:29,,,
SESS-108358,USR-203900,Email,Newsletter Vol 12,Mobile,2026-05-15 07:26:19,,,
SESS-108359,USR-207217,Paid Search,Spring Promo,Desktop,2026-02-09 06:12:30,,,
SESS-108360,USR-203317,Direct,None,Mobile,2026-06-23 23:24:47,,,
SESS-108361,USR-201572,Email,Newsletter Vol 12,Desktop,2026-02-18 07:47:55,,,
SESS-108362,USR-202958,Paid Search,Retargeting Ads,desktop,2026-05-07 22:01:32,,,
SESS-108363,USR-203285,Referral,None,Desktop,2026-04-18 03:03:15,,,
SESS-108364,USR-203903,Email,Newsletter Vol 12,Desktop,2026-01-11 17:22:19,,,
SESS-108365,USR-207108,Direct,None,Tablet,2026-01-19 14:25:43,,,
SESS-108366,USR-207843,Referral,None,Mobile,10/06/2026 15:11:03,10/06/2026 15:39:03,,
SESS-108367,USR-204769,Direct,None,Desktop,2026-04-29 21:05:52,2026-04-29 21:49:52,2026-05-02 08:49:52,
SESS-108368,USR-204355,PAID SEARCH,Winter Sale,Desktop,2026-03-14 15:49:55,,,
SESS-108369,USR-204465,Paid Social,,Tablet,2026-05-01 10:22:54,,,
SESS-108370,USR-203255,Email,Newsletter Vol 12,tablet,2026-02-09 22:48:58,2026-02-09 23:13:58,,
SESS-108371,USR-205142,Email,Newsletter Vol 12,Tablet,2026-06-10 22:21:36,,,
SESS-108372,USR-204552,Referral,None,Mobile,2026-05-07 05:47:22,,,
SESS-108373,USR-207612,Email,Newsletter Vol 12,Tablet,2026-04-10 04:48:01,2026-04-10 05:31:01,,
SESS-108374,USR-203805,Paid Social,Winter Sale,Desktop,2026-03-13 10:57:36,2026-03-13 11:22:36,,
SESS-108375,USR-200262,Paid Social,Product Launch,Tablet,18/06/2026 02:19:39,,,
SESS-108376,USR-204482,Referral,None,Tablet,2026-03-10 14:32:28,,,
SESS-108377,USR-205316,Paid Search,Brand Awareness,Mobile,2026-04-09 14:08:16,,,
SESS-108378,USR-202907,Referral,None,Mobile,26/04/2026 03:38:28,,,
SESS-108379,USR-202284,Direct,None,Desktop,03/01/2026 02:39:32,,,
SESS-108380,USR-206172,Paid Social,Spring Promo,Desktop,2026-01-24 11:59:43,,,
SESS-108381,USR-201823,Paid Search,Product Launch,Desktop,2026-01-18 22:30:44,,,
SESS-108382,USR-207079,Email,Newsletter Vol 12,Mobile,2026-01-02 07:23:18,2026-01-02 07:48:18,,
SESS-108383,USR-202002,paid search,Brand Awareness,Mobile,2026-04-10 03:29:18,,,
SESS-108384,USR-200762,Referral,None,Tablet,2026-04-20 22:21:28,2026-04-20 22:57:28,,
SESS-108385,USR-203171,Organic Search,None,Mobile,2026-05-21 04:48:06,,,
SESS-108386,USR-203599,Email,Newsletter Vol 12,Tablet,2026-05-19 07:41:59,2026-05-19 07:43:59,2026-05-20 22:43:59,
SESS-108387,USR-203922,Direct,None,Tablet,2026-05-07 15:46:36,,,
SESS-108388,USR-201405,Email,Newsletter Vol 12,Mobile,2026-01-29 04:58:22,,,
SESS-108389,USR-205150,Direct,None,Tablet,18/03/2026 00:15:00,,,
SESS-108390,USR-200278,Email,Newsletter Vol 12,Mobile,2026-03-29 16:04:34,2026-03-29 16:29:34,2026-04-01 21:29:34,
SESS-108391,USR-201313,Organic Search,None,Tablet,2026-05-24 04:22:08,,,
SESS-108392,USR-206650,Paid Search,Retargeting Ads,Tablet,2026-04-07 03:10:26,,,
SESS-108393,USR-206841,Paid Search,Spring Promo,Desktop,2026-02-10 12:55:02,,,
SESS-108394,USR-200449,Paid Social,Retargeting Ads,Tablet,2026-01-09 10:18:48,,,
SESS-108395,USR-205457,Paid Search,Spring Promo,Desktop,2026-02-22 02:16:16,,,
SESS-108396,USR-205057,Paid Social,Product Launch,Tablet,2026-05-14 13:35:19,,,
SESS-108397,USR-200149,Paid Social,Brand Awareness,Tablet,2026-03-09 12:56:37,,,
SESS-108398,USR-207859,Direct,None,Desktop,2026-02-10 19:21:34,,,
SESS-108399,USR-203273,Paid Social,Retargeting Ads,Mobile,2026-04-18 10:49:09,,,
SESS-108400,USR-203568,paid social,Winter Sale,Desktop,2026-05-25 05:37:41,,,
SESS-108401,USR-207538,Paid Social,Brand Awareness,Tablet,12/03/2026 21:52:16,,,
SESS-108402,USR-205666,Direct,None,Desktop,2026-04-17 08:54:17,,,
SESS-108403,USR-202494,Email,Newsletter Vol 12,Mobile,2026-03-31 16:59:10,2026-03-31 17:03:10,2026-04-01 16:03:10,
SESS-108404,USR-207940,Referral,None,Tablet,2026-01-21 15:55:26,,,
SESS-108405,USR-202514,Referral,None,Mobile,13/04/2026 20:24:46,,,
SESS-108406,USR-206851,Paid Search,Winter Sale,Desktop,2026-03-18 14:22:05,,,
SESS-108407,USR-203127,Paid Search,Product Launch,Desktop,2026-06-15 09:28:38,2026-06-15 09:40:38,,
SESS-108408,USR-204355,Direct,None,Desktop,2026-05-27 14:37:12,,,
SESS-108409,USR-205631,Referral,None,Desktop,2026-02-21 15:32:00,,,
SESS-108410,USR-202823,Paid Social,Retargeting Ads,Mobile,2026-05-03 21:13:25,,,
SESS-108411,USR-204244,Direct,None,Desktop,2026-02-12 19:30:43,,,
SESS-108412,USR-202318,Direct,None,Tablet,2026-01-12 04:12:05,,,
SESS-108413,USR-203159,Paid Search,Brand Awareness,Desktop,2026-02-06 00:04:06,,,
SESS-108414,USR-206124,Paid Search,Winter Sale,Desktop,2026-05-21 05:00:11,,,
SESS-108415,USR-206013,Organic Search,None,MOBILE,2026-06-02 07:52:59,,,
SESS-108416,USR-200345,Paid Social,Spring Promo,Desktop,2026-04-12 09:23:12,,,
SESS-108417,USR-201278,Direct,None,Desktop,2026-03-15 16:45:14,,,
SESS-108418,USR-207859,Organic Search,None,Tablet,2026-06-10 23:35:39,,,
SESS-108419,USR-206532,Direct,None,Tablet,2026-04-20 03:42:03,2026-04-20 04:17:03,,
SESS-108420,USR-203197,paid social,Retargeting Ads,Desktop,2026-01-26 10:09:12,,,
SESS-108421,USR-205885,Email,Newsletter Vol 12,Tablet,2026-02-16 05:54:48,2026-02-16 06:10:48,,
SESS-108422,USR-202586,Paid Search,Retargeting Ads,mobile,2026-02-20 23:55:10,,,
SESS-108423,USR-207314,Paid Search,Winter Sale,Mobile,2026-01-12 09:56:28,,,
SESS-108424,USR-201326,Paid Social,Brand Awareness,Mobile,2026-02-09 18:47:34,,,
SESS-108425,USR-203015,ORGANIC SEARCH,None,Mobile,2026-03-18 17:34:17,,,
SESS-108426,USR-202637,Referral,None,Mobile,2026-04-27 23:30:05,,,
SESS-108427,USR-204470,Organic Search,None,Mobile,2026-06-05 01:05:27,,,
SESS-108428,USR-202916,Paid Search,Spring Promo,Tablet,2026-06-09 02:57:38,2026-06-09 03:20:38,2026-06-11 23:20:38,
SESS-108429,USR-202350,Direct,None,Desktop,2026-04-14 13:17:41,,,
SESS-108430,USR-206198,Email,Newsletter Vol 12,TABLET,2026-06-09 21:39:38,2026-06-09 22:07:38,,
SESS-108431,USR-206719,Paid Search,Retargeting Ads,Mobile,2026-02-19 09:33:26,,,
SESS-108432,USR-200297,Organic Search,None,Tablet,2026-02-03 18:34:45,,,
SESS-108433,USR-203599,Email,Newsletter Vol 12,Mobile,2026-03-29 10:05:08,,,
SESS-108434,USR-205160,Direct,None,Mobile,2026-05-10 23:09:08,,,
SESS-108435,USR-202612,Referral,None,Mobile,2026-06-03 06:05:23,2026-06-03 06:29:23,2026-06-05 10:29:23,2026-06-19 19:29:23
SESS-108436,USR-202193,Organic Search,None,Desktop,2026-06-06 11:13:08,,,
SESS-108437,USR-201213,Direct,None,Tablet,2026-06-11 07:38:02,2026-06-11 07:54:02,,
SESS-108438,USR-202240,Referral,None,Desktop,2026-06-11 15:19:52,,,
SESS-108439,USR-207079,Email,Newsletter Vol 12,Tablet,2026-06-01 08:53:45,,,
SESS-108440,USR-207447,Direct,None,Mobile,2026-06-24 22:56:10,,,
SESS-108441,USR-207151,Paid Search,Brand Awareness,Mobile,2026-05-14 03:53:38,,,
SESS-108442,USR-204185,Direct,None,Mobile,2026-06-24 02:18:04,,,
SESS-108443,USR-202778,Direct,None,Desktop,09/01/2026 03:32:15,,,
SESS-108444,USR-206501,Organic Search,None,Tablet,2026-06-27 09:47:01,,,
SESS-108445,USR-201178,Paid Search,Winter Sale,Tablet,2026-03-23 14:16:44,2026-03-23 14:28:44,,
SESS-108446,USR-203841,Organic Search,None,Desktop,2026-03-16 00:34:56,,,
SESS-108447,USR-203449,Email,Newsletter Vol 12,Tablet,2026-01-10 06:09:25,,,
SESS-108448,USR-203935,Paid Social,Product Launch,Desktop,2026-06-18 21:42:29,,,
SESS-108449,USR-207349,paid search,Product Launch,tablet,2026-04-18 22:39:09,2026-04-18 22:50:09,,
SESS-108450,USR-204984,Direct,None,Desktop,2026-06-11 10:07:26,,,
SESS-108451,USR-207140,Organic Search,None,Desktop,2026-04-29 05:21:31,2026-04-29 05:46:31,,
SESS-108452,USR-205894,Paid Search,Product Launch,Tablet,2026-05-19 11:40:12,,,
SESS-108453,USR-203589,Referral,None,Mobile,2026-01-20 09:44:15,,,
SESS-108454,USR-206893,Paid Search,Brand Awareness,Mobile,2026-04-16 22:38:29,2026-04-16 22:56:29,2026-04-20 05:56:29,
SESS-108455,USR-204827,Paid Search,Brand Awareness,Tablet,19/03/2026 07:16:37,,,
SESS-108456,USR-204235,Organic Search,None,Desktop,2026-03-26 23:02:18,,,
SESS-108457,USR-201564,Referral,None,Desktop,2026-04-13 21:43:10,,,
SESS-108458,USR-207101,Referral,None,Desktop,2026-01-12 20:59:55,,,
SESS-108459,USR-201673,Direct,None,Tablet,2026-06-27 10:59:57,,,
SESS-108460,USR-203549,Paid Social,,Tablet,2026-02-19 14:25:10,,,
SESS-108461,USR-201622,organic search,None,Desktop,2026-05-14 00:38:06,,,
SESS-108462,USR-205696,Direct,None,Desktop,2026-04-21 13:16:46,,,
SESS-108463,USR-201557,PAID SOCIAL,Winter Sale,Mobile,2026-04-05 18:49:19,,,
SESS-108464,USR-207801,Direct,None,Desktop,2026-06-22 13:05:38,,,
SESS-108465,USR-204208,Paid Search,Spring Promo,Tablet,2026-05-26 06:48:49,,,
SESS-108466,USR-206321,Referral,None,Desktop,2026-02-09 06:23:40,,,
SESS-108467,USR-205706,Referral,None,Tablet,2026-04-11 04:38:46,,,
SESS-108468,USR-201702,Paid Search,Brand Awareness,Desktop,2026-03-15 00:23:32,,,
SESS-108469,USR-204969,Paid Search,Winter Sale,Tablet,2026-05-07 13:34:18,,,
SESS-108470,USR-202827,Direct,None,Desktop,22/04/2026 13:10:30,,,
SESS-108471,USR-201616,Email,Newsletter Vol 12,Desktop,11/06/2026 00:13:25,,,
SESS-108472,USR-206847,Direct,None,Desktop,2026-04-29 08:17:03,,,
SESS-108473,USR-201839,Organic Search,None,Tablet,2026-04-08 19:52:32,,,
SESS-108474,USR-205960,Direct,None,Desktop,2026-04-13 12:31:30,,,
SESS-108475,USR-201288,Direct,None,Mobile,2026-02-04 19:53:16,,,
SESS-108476,USR-204101,Direct,None,Tablet,2026-05-30 22:18:40,,,
SESS-108477,USR-201626,ORGANIC SEARCH,None,Desktop,2026-02-01 14:49:36,,,
SESS-108478,USR-207704,referral,None,Desktop,11/02/2026 17:57:03,,,
SESS-108479,USR-205123,Organic Search,None,Desktop,2026-03-18 11:39:45,,,
SESS-108480,USR-200954,Organic Search,None,Desktop,2026-03-22 02:31:11,,,
